% lon        lat           depth(km)    x(km)   y(km)        dx              dy              slip(m)     rake             dip          strike      timerup(s)    rise(s)
13.1186132 42.9568558 -2.93782 5.0000000e-01 -3.0000000e+00 5.0000000e+02 5.0000000e+02 8.1715849e-02 -1.1538083e+02 4.7000000e+01 1.5500000e+02 5.2153864e+00 3.6000000e+00
13.1148129 42.9555588 -3.30349 5.0000000e-01 -3.5000000e+00 5.0000000e+02 5.0000000e+02 1.1904534e-01 -1.1193081e+02 4.7000000e+01 1.5500000e+02 5.1072677e+00 3.6000000e+00
13.1110134 42.9542618 -3.66917 5.0000000e-01 -4.0000000e+00 5.0000000e+02 5.0000000e+02 1.4643177e-01 -1.0810735e+02 4.7000000e+01 1.5500000e+02 5.0031878e+00 3.6000000e+00
13.1072130 42.9529648 -4.03485 5.0000000e-01 -4.5000000e+00 5.0000000e+02 5.0000000e+02 1.6137708e-01 -1.0086688e+02 4.7000000e+01 1.5500000e+02 4.9034036e+00 3.6000000e+00
13.1034126 42.9516678 -4.40052 5.0000000e-01 -5.0000000e+00 5.0000000e+02 5.0000000e+02 1.6921480e-01 -9.1066675e+01 4.7000000e+01 1.5500000e+02 4.8081829e+00 3.6000000e+00
13.0996132 42.9503708 -4.7662 5.0000000e-01 -5.5000000e+00 5.0000000e+02 5.0000000e+02 1.7156543e-01 -8.2582608e+01 4.7000000e+01 1.5500000e+02 4.7178017e+00 3.6000000e+00
13.0958128 42.9490738 -5.13188 5.0000000e-01 -6.0000000e+00 5.0000000e+02 5.0000000e+02 1.7004944e-01 -7.8910017e+01 4.7000000e+01 1.5500000e+02 4.6325435e+00 3.6000000e+00
13.0920124 42.9477806 -5.49755 5.0000000e-01 -6.5000000e+00 5.0000000e+02 5.0000000e+02 1.6303632e-01 -8.2372611e+01 4.7000000e+01 1.5500000e+02 4.5526960e+00 3.6000000e+00
13.0882130 42.9464836 -5.86323 5.0000000e-01 -7.0000000e+00 5.0000000e+02 5.0000000e+02 1.5034934e-01 -9.1766630e+01 4.7000000e+01 1.5500000e+02 4.4785486e+00 3.6000000e+00
13.0844126 42.9451866 -6.22891 5.0000000e-01 -7.5000000e+00 5.0000000e+02 5.0000000e+02 1.3578975e-01 -1.0411532e+02 4.7000000e+01 1.5500000e+02 4.4103889e+00 3.6000000e+00
13.0806131 42.9438896 -6.59459 5.0000000e-01 -8.0000000e+00 5.0000000e+02 5.0000000e+02 1.2315876e-01 -1.1304322e+02 4.7000000e+01 1.5500000e+02 4.3484985e+00 3.6000000e+00
13.0768127 42.9425926 -6.96026 5.0000000e-01 -8.5000000e+00 5.0000000e+02 5.0000000e+02 1.1233520e-01 -1.1430513e+02 4.7000000e+01 1.5500000e+02 4.2931483e+00 3.6000000e+00
13.0730124 42.9412956 -7.32594 5.0000000e-01 -9.0000000e+00 5.0000000e+02 5.0000000e+02 1.0167002e-01 -1.1045380e+02 4.7000000e+01 1.5500000e+02 4.2445944e+00 3.6000000e+00
13.0692129 42.9399986 -7.69162 5.0000000e-01 -9.5000000e+00 5.0000000e+02 5.0000000e+02 9.2672669e-02 -1.0423260e+02 4.7000000e+01 1.5500000e+02 4.2030722e+00 3.6000000e+00
13.0654125 42.9387016 -8.05729 5.0000000e-01 -1.0000000e+01 5.0000000e+02 5.0000000e+02 8.6852599e-02 -1.0023709e+02 4.7000000e+01 1.5500000e+02 4.1687920e+00 3.6000000e+00
13.0616131 42.9374046 -8.42297 5.0000000e-01 -1.0500000e+01 5.0000000e+02 5.0000000e+02 8.6288387e-02 -1.0129868e+02 4.7000000e+01 1.5500000e+02 4.1419334e+00 3.6000000e+00
